head,relation,tail
N7597,죄명,대정8년 제령 제7호 위반
N7597,주문,징역 2년
N7597,판결연도,year_1921
N7597,연루사건,e2632
N7597,본적주소,addr_강원도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
강원도,URI,https://www.wikidata.org/wiki/Q41416
N7598,나이,25세
N7598,죄명,대정8년 제령 제7호 위반
N7598,주문,징역 2년
N7598,판결연도,year_1921
N7598,연루사건,e2632
N7598,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7599,나이,37세
N7599,죄명,대정8년 제령 제7호 위반
N7599,주문,징역 2년
N7599,판결연도,year_1921
N7599,연루사건,e2632
N7599,본적주소,addr_부정(不定)
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
부정(不定),URI,❌ 없음
N7600,나이,27세
N7600,죄명,대정8년 제령 제7호 위반
N7600,주문,징역 6월
N7600,판결연도,year_1921
N7600,연루사건,e2632
N7600,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7601,나이,31세
N7601,죄명,대정8년 제령 제7호 위반
N7601,주문,징역 2년
N7601,판결연도,year_1921
N7601,연루사건,e2632
N7601,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7602,나이,41세
N7602,죄명,대정8년 제령 제7호 위반
N7602,주문,상고 기각
N7602,판결연도,year_1921
N7602,연루사건,e2634
N7602,본적주소,addr_평안북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N7603,나이,19세
N7603,죄명,보안법위반
N7603,주문,징역 8월
N7603,판결연도,year_1921
N7603,연루사건,e2635
N7603,본적주소,addr_경상북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7604,나이,33세
N7604,죄명,보안법위반
N7604,주문,상고 기각
N7604,판결연도,year_1921
N7604,연루사건,e2636
N7604,본적주소,addr_황해도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7604,나이,33세
N7604,죄명,대정8년 제령 제7호 위반
N7604,주문,상고 기각
N7604,판결연도,year_1921
N7604,연루사건,e2636
N7604,본적주소,addr_황해도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7604,나이,33세
N7604,죄명,강도방조
N7604,주문,상고 기각
N7604,판결연도,year_1921
N7604,연루사건,e2636
N7604,본적주소,addr_황해도
강도방조,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7604,나이,33세
N7604,죄명,강도
N7604,주문,상고 기각
N7604,판결연도,year_1921
N7604,연루사건,e2636
N7604,본적주소,addr_황해도
강도,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7604,나이,33세
N7604,죄명,총포화약류 취체령 시행규칙위반
N7604,주문,상고 기각
N7604,판결연도,year_1921
N7604,연루사건,e2636
N7604,본적주소,addr_황해도
총포화약류 취체령 시행규칙위반,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7605,나이,20세
N7605,죄명,보안법위반
N7605,주문,징역 6월 집행유예 3년
N7605,판결연도,year_1921
N7605,연루사건,e2637
N7605,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7606,나이,25세
N7606,죄명,대정8년 제령 제7호 위반
N7606,주문,원판결 취소 징역 10년
N7606,판결연도,year_1921
N7606,연루사건,e2638
N7606,본적주소,addr_지나공화국
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나공화국,URI,❌ 없음
N7607,나이,20세
N7607,죄명,대정8년 제령 제7호 위반
N7607,주문,원판결 취소 징역 10년
N7607,판결연도,year_1921
N7607,연루사건,e2638
N7607,본적주소,addr_지나공화국
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나공화국,URI,❌ 없음
N7608,나이,23세
N7608,죄명,대정8년 제령 제7호 위반
N7608,주문,원판결 취소 징역 10년
N7608,판결연도,year_1921
N7608,연루사건,e2638
N7608,본적주소,addr_지나공화국
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나공화국,URI,❌ 없음
N7609,나이,22세
N7609,죄명,대정8년 제령 제7호 위반
N7609,주문,원판결 취소 징역 10년
N7609,판결연도,year_1921
N7609,연루사건,e2638
N7609,본적주소,addr_지나공화국
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나공화국,URI,❌ 없음
N7610,나이,30세
N7610,죄명,대정8년 제령 제7호 위반
N7610,주문,징역 5월
N7610,판결연도,year_1921
N7610,연루사건,e2639
N7610,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7610,나이,30세
N7610,죄명,공갈
N7610,주문,징역 5월
N7610,판결연도,year_1921
N7610,연루사건,e2639
N7610,본적주소,addr_충청남도
공갈,URI,❌ 없음
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7611,나이,30세
N7611,죄명,대정8년 제령 제7호 위반
N7611,주문,상고 기각
N7611,판결연도,year_1921
N7611,연루사건,e2640
N7611,본적주소,addr_황해도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7611,나이,30세
N7611,죄명,살인미수
N7611,주문,상고 기각
N7611,판결연도,year_1921
N7611,연루사건,e2640
N7611,본적주소,addr_황해도
살인미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7612,나이,42세
N7612,죄명,대정8년 제령 제7호 위반
N7612,주문,상고 기각
N7612,판결연도,year_1921
N7612,연루사건,e2640
N7612,본적주소,addr_황해도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7612,나이,42세
N7612,죄명,살인미수
N7612,주문,상고 기각
N7612,판결연도,year_1921
N7612,연루사건,e2640
N7612,본적주소,addr_황해도
살인미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7613,나이,22세
N7613,죄명,대정8년 제령 제7호 위반
N7613,주문,상고 기각
N7613,판결연도,year_1921
N7613,연루사건,e2640
N7613,본적주소,addr_황해도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7613,나이,22세
N7613,죄명,살인미수
N7613,주문,상고 기각
N7613,판결연도,year_1921
N7613,연루사건,e2640
N7613,본적주소,addr_황해도
살인미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7614,나이,47세
N7614,죄명,보안법위반
N7614,주문,"징역 6월, 미결구류일수 중 30일 본형에 산입"
N7614,판결연도,year_1921
N7614,연루사건,e2641
N7614,본적주소,addr_충청남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7615,나이,39세
N7615,죄명,대정8년 제령 제7호 위반
N7615,주문,징역 3년
N7615,판결연도,year_1921
N7615,연루사건,e2642
N7615,본적주소,addr_경상남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7615,나이,39세
N7615,죄명,공갈
N7615,주문,징역 3년
N7615,판결연도,year_1921
N7615,연루사건,e2642
N7615,본적주소,addr_경상남도
공갈,URI,❌ 없음
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7616,나이,32세
N7616,죄명,대정8년 제령 제7호 위반
N7616,주문,무죄(원판결 취소)
N7616,판결연도,year_1921
N7616,연루사건,e2643
N7616,본적주소,addr_강원도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
강원도,URI,https://www.wikidata.org/wiki/Q41416
N7617,나이,47세
N7617,죄명,대정8년 제령 제7호 위반
N7617,주문,무죄(원판결 취소)
N7617,판결연도,year_1921
N7617,연루사건,e2644
N7617,본적주소,addr_함경북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N7618,나이,37세
N7618,죄명,대정8년 제령 제7호 위반
N7618,주문,무죄(원판결 취소)
N7618,판결연도,year_1921
N7618,연루사건,e2644
N7618,본적주소,addr_함경북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N7619,나이,23세
N7619,죄명,대정8년 제령 제7호 위반
N7619,주문,상고 기각
N7619,판결연도,year_1921
N7619,연루사건,e2645
N7619,본적주소,addr_평안북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N7620,나이,67세
N7620,죄명,보안법위반
N7620,주문,징역 6월 집행유예 2년
N7620,판결연도,year_1921
N7620,연루사건,e2646
N7620,본적주소,addr_경상북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7546,나이,29세
N7546,죄명,대정8년 제령 제7호 위반
N7546,주문,징역 3년(원판결 취소)
N7546,판결연도,year_1921
N7546,연루사건,e2647
N7546,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7546,나이,29세
N7546,죄명,공갈
N7546,주문,징역 3년(원판결 취소)
N7546,판결연도,year_1921
N7546,연루사건,e2647
N7546,본적주소,addr_전라남도
공갈,URI,❌ 없음
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7546,나이,29세
N7546,죄명,총포화약류 취체령위반
N7546,주문,징역 3년(원판결 취소)
N7546,판결연도,year_1921
N7546,연루사건,e2647
N7546,본적주소,addr_전라남도
총포화약류 취체령위반,URI,❌ 없음
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7621,나이,33세
N7621,죄명,대정8년 제령 제7호 위반
N7621,주문,상고 기각
N7621,판결연도,year_1921
N7621,연루사건,e2648
N7621,본적주소,addr_지나
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나,URI,https://www.wikidata.org/wiki/Q45208
N7622,나이,41세
N7622,죄명,대정8년 제령 제7호 위반
N7622,주문,"징역 3년, 미결구류일수 중 180일을 본형에 산입"
N7622,판결연도,year_1921
N7622,연루사건,e2649
N7622,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7622,나이,41세
N7622,죄명,출판법위반
N7622,주문,"징역 3년, 미결구류일수 중 180일을 본형에 산입"
N7622,판결연도,year_1921
N7622,연루사건,e2649
N7622,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7623,나이,29세
N7623,죄명,대정8년 제령 제7호 위반
N7623,주문,"징역 6월, 집행유예 2년"
N7623,판결연도,year_1921
N7623,연루사건,e2649
N7623,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7623,나이,29세
N7623,죄명,출판법위반
N7623,주문,"징역 6월, 집행유예 2년"
N7623,판결연도,year_1921
N7623,연루사건,e2649
N7623,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7624,나이,38세
N7624,죄명,대정8년 제령 제7호 위반
N7624,주문,"징역 8년, 미결구류일수 중 180일을 본형에 산입"
N7624,판결연도,year_1921
N7624,연루사건,e2649
N7624,본적주소,addr_평안남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N7624,나이,38세
N7624,죄명,출판법위반
N7624,주문,"징역 8년, 미결구류일수 중 180일을 본형에 산입"
N7624,판결연도,year_1921
N7624,연루사건,e2649
N7624,본적주소,addr_평안남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N7625,나이,27세
N7625,죄명,대정8년 제령 제7호 위반
N7625,주문,"징역 1년, 미결구류일수 중 180일을 본형에 산입"
N7625,판결연도,year_1921
N7625,연루사건,e2649
N7625,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7625,나이,27세
N7625,죄명,출판법위반
N7625,주문,"징역 1년, 미결구류일수 중 180일을 본형에 산입"
N7625,판결연도,year_1921
N7625,연루사건,e2649
N7625,본적주소,addr_전라남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7626,나이,37세
N7626,죄명,대정8년 제령 제7호 위반
N7626,주문,"징역 6월, 미결구류일수 중 160일을 본형에 산입"
N7626,판결연도,year_1921
N7626,연루사건,e2649
N7626,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7626,나이,37세
N7626,죄명,출판법위반
N7626,주문,"징역 6월, 미결구류일수 중 160일을 본형에 산입"
N7626,판결연도,year_1921
N7626,연루사건,e2649
N7626,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7627,나이,34세
N7627,죄명,대정8년 제령 제7호 위반
N7627,주문,"징역 4년, 미결구류일수 중 60일을 본형에 산입"
N7627,판결연도,year_1921
N7627,연루사건,e2649
N7627,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7627,나이,34세
N7627,죄명,출판법위반
N7627,주문,"징역 4년, 미결구류일수 중 60일을 본형에 산입"
N7627,판결연도,year_1921
N7627,연루사건,e2649
N7627,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7628,나이,58세
N7628,죄명,대정8년 제령 제7호 위반
N7628,주문,"징역 8월, 미결구류일수 중 160일을 본형에 산입"
N7628,판결연도,year_1921
N7628,연루사건,e2649
N7628,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7628,나이,58세
N7628,죄명,출판법위반
N7628,주문,"징역 8월, 미결구류일수 중 160일을 본형에 산입"
N7628,판결연도,year_1921
N7628,연루사건,e2649
N7628,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7629,나이,58세
N7629,죄명,대정8년 제령 제7호 위반
N7629,주문,"징역 6월, 미결구류일수 중 160일을 본형에 산입"
N7629,판결연도,year_1921
N7629,연루사건,e2649
N7629,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7629,나이,58세
N7629,죄명,출판법위반
N7629,주문,"징역 6월, 미결구류일수 중 160일을 본형에 산입"
N7629,판결연도,year_1921
N7629,연루사건,e2649
N7629,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7630,나이,40세
N7630,죄명,대정8년 제령 제7호 위반
N7630,주문,"징역 2년, 미결구류일수 중 180일을 본형에 산입"
N7630,판결연도,year_1921
N7630,연루사건,e2649
N7630,본적주소,addr_경상북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7630,나이,40세
N7630,죄명,출판법위반
N7630,주문,"징역 2년, 미결구류일수 중 180일을 본형에 산입"
N7630,판결연도,year_1921
N7630,연루사건,e2649
N7630,본적주소,addr_경상북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7631,나이,50세
N7631,죄명,대정8년 제령 제7호 위반
